"","Rep","Treat","Clone","E.Clone","Row","Col","ID","sap_init_height","sap_init_diam","sap_final_height","sap_final_diam","tree_final_height","tree_final_DBH","height_growth","diam_growth"
"504","1","4","216","","16","C","1099",33,0.38,76,0.7,1048,7,1047.3,6.3
"506","1","4","216","","18","C","1101",21,0.23,47,0.53,551,2.91,550.47,2.38
"507","1","4","271","","19","C","1102",39,0.35,67,0.72,1275,9.59,1274.28,8.87
"509","1","4","271","","22","D","1117",27,0.21,30,0.43,400,2.13,399.57,1.7
"510","1","4","216","","21","D","1116",23,0.39,44,0.56,585,3.43,584.44,2.87
"511","1","4","8L","","20","D","1115",32,0.4,38,0.55,887,6.26,886.45,5.71
"512","1","4","271","","19","D","1114",37,0.34,50,0.62,1201,8.27,1200.38,7.65
"513","1","4","8L","","18","D","1113",18,0.19,19,0.24,355,2.01,354.76,1.77
"515","1","4","271","","16","D","1111",33,0.35,47,0.59,1078,8.3,1077.41,7.71
"517","1","4","8L","","15","E","1123",52,0.37,82,0.71,1388,14.43,1387.29,13.72
"521","1","4","271","","19","E","1127",48,0.43,66,0.73,1285,8.63,1284.27,7.9
"522","1","4","42E","","20","E","1128",19,0.27,43,0.42,1267,8.8,1266.58,8.38
"525","1","4","271","","23","F","1144",44,0.38,63,0.76,1197,9.29,1196.24,8.53
"529","1","4","271","","19","F","1140",57,0.43,70,0.68,1274,9.38,1273.32,8.7
"530","1","4","42E","","18","F","1139",22,0.32,33,0.45,1260,9.61,1259.55,9.16
"533","1","4","8L","","15","F","1136",42,0.45,71,0.64,1372,13.84,1371.36,13.2
"534","1","4","216","","15","G","1150",41,0.42,80,0.91,756,5.69,755.09,4.78
"536","1","4","8L","","17","G","1152",60,0.37,61,0.46,983,6.69,982.54,6.23
"537","1","4","42E","","18","G","1153",47,0.39,47,0.45,1214,7.53,1213.55,7.08
"539","1","4","271","","20","G","1155",27,0.27,42,0.53,407,2.24,406.47,1.71
"540","1","4","271","","21","G","1156",47,0.42,62,0.8,1241,9.63,1240.2,8.83
"541","1","4","8L","","22","G","1157",53,0.45,54,0.69,1322,9.54,1321.31,8.85
"542","1","4","42E","","23","G","1158",45,0.36,51,0.51,1120,6.59,1119.49,6.08
"543","1","4","42E","","23","H","1172",45,0.38,45,0.72,1048,6.23,1047.28,5.51
"545","1","4","271","","21","H","1170",44,0.41,51,0.74,1187,7.81,1186.26,7.07
"546","1","4","271","","20","H","1169",38,0.37,54,0.66,1044,7.65,1043.34,6.99
"547","1","4","8L","","19","H","1168",26,0.25,25,0.3,511,2.7,510.7,2.4
"549","1","4","8L","","17","H","1166",46,0.55,42,0.64,1214,9.03,1213.36,8.39
"550","1","4","42E","","16","H","1165",17,0.23,42,0.56,1148,7.11,1147.44,6.55
"551","1","4","271","","15","H","1164",51,0.47,96,0.81,1131,9.12,1130.19,8.31
"552","1","4","42E","","15","I","1178",20,0.21,51,0.57,1286,8.9,1285.43,8.33
"553","1","4","216","","16","I","1179",37,0.31,58,0.64,591,3.95,590.36,3.31
"554","1","4","8L","","17","I","1180",45,0.47,47,0.58,678,5.11,677.42,4.53
"557","1","4","271","","20","I","1183",43,0.41,65,0.75,1247,9.45,1246.25,8.7
"558","1","4","271","","21","I","1184",26,0.27,42,0.61,886,5.2,885.39,4.59
"560","1","4","42E","","23","I","1186",44,0.35,54,0.48,1111,6.65,1110.52,6.17
"563","1","4","271","","21","J","1198",44,0.39,62,0.85,1264,8.72,1263.15,7.87
"564","1","4","271","","20","J","1197",34,0.35,68,0.65,1190,9.35,1189.35,8.7
"567","1","4","8L","","17","J","1194",37,0.42,46,0.5,1213,8.45,1212.5,7.95
"568","1","4","216","","16","J","1193",37,0.43,59,0.65,983,5.52,982.35,4.87
"569","1","4","42E","","15","J","1192",29,0.28,64,0.63,1214,10.21,1213.37,9.58
"571","1","4","271","","16","K","1207",37,0.29,72,0.68,1066,6.35,1065.32,5.67
"572","1","4","271","","17","K","1208",44,0.37,76,0.7,1181,7.66,1180.3,6.96
"573","1","4","8L","","18","K","1209",38,0.41,52,0.46,1216,8,1215.54,7.54
"574","1","4","42E","","19","K","1210",47,0.39,47,0.51,1001,5.47,1000.49,4.96
"575","1","4","216","","20","K","1211",35,0.34,43,0.67,820,4.75,819.33,4.08
"576","1","4","271","","21","K","1212",30,0.3,45,0.67,746,5.21,745.33,4.54
"578","1","4","42E","","23","K","1214",50,0.47,73,0.76,1286,9.8,1285.24,9.04
"579","1","4","216","","24","K","1215",27,0.31,44,0.63,592,3.55,591.37,2.92
"580","1","4","8L","","24","L","1230",17,0.18,21,0.32,372,1.9,371.68,1.58
"582","1","4","271","","22","L","1228",23,0.2,30,0.47,667,3.35,666.53,2.88
"583","1","4","271","","21","L","1227",31,0.3,51,0.79,1178,8.8,1177.21,8.01
"584","1","4","216","","20","L","1226",40,0.4,40,0.64,1134,6.4,1133.36,5.76
"585","1","4","42E","","19","L","1225",64,0.62,63,0.73,1239,8.15,1238.27,7.42
"586","1","4","8L","","18","L","1224",51,0.6,61,0.73,1182,8.1,1181.27,7.37
"587","1","4","271","","17","L","1223",44,0.45,76,0.72,1173,7.96,1172.28,7.24
"588","1","4","271","","16","L","1222",25,0.28,44,0.51,1057,6.3,1056.49,5.79
"591","1","4","42E","","16","M","1237",26,0.27,56,0.59,1247,8.81,1246.41,8.22
"592","1","4","216","","17","M","1238",37,0.36,75,0.88,1218,7,1217.12,6.12
"595","1","4","8L","","20","M","1241",60,0.51,59,0.73,1352,11.4,1351.27,10.67
"597","1","4","8L","","22","M","1243",32,0.23,42,0.54,1226,8,1225.46,7.46
"598","1","4","271","","23","M","1244",40,0.35,50,0.69,1131,7.45,1130.31,6.76
"600","1","4","42E","","24","N","1260",50,0.47,54,0.69,1218,8.36,1217.31,7.67
"601","1","4","271","","23","N","1259",30,0.26,65,0.67,998,7.4,997.33,6.73
"602","1","4","8L","","22","N","1258",24,0.33,23,0.35,512,2.9,511.65,2.55
"604","1","4","8L","","20","N","1256",62,0.5,81,0.73,950,8.02,949.27,7.29
"606","1","4","271","","18","N","1254",28,0.29,64,0.65,838,5.72,837.35,5.07
"607","1","4","216","","17","N","1253",31,0.3,31,0.59,442,2.7,441.41,2.11
"608","1","4","42E","","16","N","1252",23,0.23,58,0.61,1246,9.18,1245.39,8.57
"610","1","4","216","","15","O","1266",38,0.36,87,0.87,1143,7.11,1142.13,6.24
"611","1","4","271","","16","O","1267",40,0.32,68,0.56,924,6.12,923.44,5.56
"613","1","4","271","","18","O","1269",36,0.32,59,0.66,923,6.55,922.34,5.89
"615","1","4","216","","20","O","1271",35,0.35,35,0.64,693,5.2,692.36,4.56
"616","1","4","8L","","21","O","1272",22,0.26,13,0.31,825,5.1,824.69,4.79
"618","1","4","42E","","23","O","1274",32,0.3,50,0.61,1124,7.15,1123.39,6.54
"619","1","4","42E","","24","O","1275",45,0.35,56,0.64,1151,6.67,1150.36,6.03
"620","1","4","42E","","23","P","1289",36,0.39,59,0.65,1222,8.85,1221.35,8.2
"623","1","4","216","","20","P","1286",19,0.31,37,0.58,482,3.31,481.42,2.73
"626","1","4","42E","","17","P","1283",55,0.48,72,0.68,1267,10,1266.32,9.32
"627","1","4","271","","16","P","1282",30,0.31,68,0.62,1025,7.35,1024.38,6.73
"628","1","4","216","","15","P","1281",34,0.33,86,0.78,1170,7.9,1169.22,7.12
"630","1","4","8L","","16","Q","1296",37,0.3,49,0.4,486,3.1,485.6,2.7
"631","1","4","42E","","17","Q","1297",33,0.29,51,0.44,1009,5.95,1008.56,5.51
"634","1","4","42E","","20","Q","1300",50,0.52,51,0.71,1202,7.6,1201.29,6.89
"636","1","4","216","","22","Q","1302",30,0.38,45,0.72,923,5.8,922.28,5.08
"639","1","4","216","","22","R","1316",37,0.48,57,0.73,689,4.5,688.27,3.77
"640","1","4","271","","21","R","1315",20,0.24,30,0.57,358,2.09,357.43,1.52
"641","1","4","42E","","20","R","1314",63,0.55,63,0.75,1303,9.4,1302.25,8.65
"642","1","4","271","","19","R","1313",41,0.37,71,0.8,1180,8.27,1179.2,7.47
"643","1","4","216","","18","R","1312",30,0.34,47,0.51,762,4.4,761.49,3.89
"644","1","4","42E","","17","R","1311",49,0.37,62,0.53,1239,8.73,1238.47,8.2
"645","1","4","8L","","16","R","1310",54,0.45,77,0.71,1137,8.65,1136.29,7.94
"647","1","4","42E","","15","S","1323",32,0.31,69,0.72,1366,10.41,1365.28,9.69
"648","1","4","8L","","16","S","1324",41,0.37,76,0.77,1360,11.7,1359.23,10.93
"649","1","4","271","","17","S","1325",37,0.37,68,0.56,1187,7.11,1186.44,6.55
"652","1","4","216","","20","S","1328",21,0.31,43,0.58,1067,6.63,1066.42,6.05
"656","1","4","271","","20","T","1341",22,0.23,47,0.59,1092,5.85,1091.41,5.26
"659","1","4","271","","17","T","1338",36,0.33,78,0.66,1235,8.15,1234.34,7.49
"660","1","4","8L","","16","T","1337",52,0.41,87,0.81,1329,12.2,1328.19,11.39
"661","1","4","42E","","15","T","1336",21,0.21,31,0.38,976,5.61,975.62,5.23
"662","1","4","216","","15","U","1348",34,0.35,71,0.74,848,5.67,847.26,4.93
"664","1","4","8L","","17","U","1350",48,0.47,86,0.66,1278,10.25,1277.34,9.59
"666","2","1","259","","18","B","1445",26,0.37,71,0.85,575,3.56,574.15,2.71
"668","2","1","271","E271","16","B","1443",30,0.59,86,0.92,1148,9.62,1147.08,8.7
"669","2","1","271","E271","15","B","1442",29,0.42,72,0.78,1041,9.19,1040.22,8.41
"670","2","1","216","E216","15","C","1454",27,0.31,63,0.62,864,6.46,863.38,5.84
"671","2","1","216","","16","C","1455",28,0.43,49,0.64,653,4.74,652.36,4.1
"672","2","1","8L","","17","C","1456",45,0.59,76,0.83,1209,9.89,1208.17,9.06
"674","2","1","271","","19","C","1458",30,0.33,90,0.79,1059,7.23,1058.21,6.44
"676","2","1","271","E271","21","C","1460",23,0.38,61,0.8,1075,8.09,1074.2,7.29
"678","2","1","271","E271","21","D","1472",27,0.35,48,0.55,353,2,352.45,1.45
"680","2","1","271","","19","D","1470",33,0.38,74,0.68,1010,6.27,1009.32,5.59
"681","2","1","216","E216","18","D","1469",17,0.38,39,0.76,606,3.64,605.24,2.88
"682","2","1","8L","","17","D","1468",26,0.45,50,0.5,982,5.7,981.5,5.2
"683","2","1","216","","16","D","1467",28,0.43,72,0.77,1035,7.74,1034.23,6.97
"684","2","1","216","E216","15","D","1466",21,0.28,62,0.55,923,7.32,922.45,6.77
"685","2","1","271","","15","E","1479",39,0.45,61,0.7,888,7.74,887.3,7.04
"687","2","1","216","","17","E","1481",36,0.38,71,0.66,847,6.07,846.34,5.41
"688","2","1","216","E216","18","E","1482",24,0.46,74,0.81,1019,7.09,1018.19,6.28
"689","2","1","216","","19","E","1483",27,0.44,44,0.54,999,6.07,998.46,5.53
"690","2","1","271","","20","E","1484",42,0.44,72,0.82,979,6.28,978.18,5.46
"691","2","1","42E","","21","E","1485",64,0.52,71,0.64,1188,9.74,1187.36,9.1
"696","2","1","42E","","21","F","1499",48,0.52,51,0.52,1106,7.38,1105.48,6.86
"697","2","1","271","","20","F","1498",38,0.39,50,0.56,817,4.25,816.44,3.69
"698","2","1","216","","19","F","1497",23,0.46,20,0.48,1066,7,1065.52,6.52
"699","2","1","271","E271","18","F","1496",32,0.44,73,0.94,982,6.32,981.06,5.38
"700","2","1","216","","17","F","1495",37,0.49,53,0.79,367,2.5,366.21,1.71
"702","2","1","271","","15","F","1493",39,0.45,85,0.72,1053,8.81,1052.28,8.09
"704","2","1","42E","","16","G","1508",27,0.39,54,0.65,1203,10.7,1202.35,10.05
"705","2","1","271","","17","G","1509",41,0.43,76,0.7,304,4.1,303.3,3.4
"706","2","1","271","E271","18","G","1510",28,0.41,76,0.89,1008,6.62,1007.11,5.73
"707","2","1","259","","19","G","1511",31,0.42,43,0.69,479,3.49,478.31,2.8
"709","2","1","271","E271","21","G","1513",35,0.59,87,0.74,1008,7.4,1007.26,6.66
"710","2","1","216","E216","22","G","1514",28,0.35,38,0.53,1011,6.5,1010.47,5.97
"712","2","1","216","","24","H","1530",40,0.48,75,0.76,550,4.09,549.24,3.33
"714","2","1","216","E216","22","H","1528",29,0.45,52,0.76,281,4,280.24,3.24
"715","2","1","271","E271","21","H","1527",23,0.3,44,0.57,761,5.12,760.43,4.55
"716","2","1","42E","","20","H","1526",58,0.44,62,0.6,1075,8.26,1074.4,7.66
"718","2","1","216","E216","18","H","1524",34,0.4,74,0.76,974,6.45,973.24,5.69
"719","2","1","271","","17","H","1523",37,0.4,74,0.66,1029,7.85,1028.34,7.19
"721","2","1","42E","","15","H","1521",19,0.24,51,0.52,1074,8.45,1073.48,7.93
"722","2","1","271","","15","I","1536",43,0.48,68,0.53,985,7.73,984.47,7.2
"723","2","1","271","E271","16","I","1537",27,0.47,57,0.78,786,4.32,785.22,3.54
"725","2","1","216","E216","18","I","1539",37,0.45,82,0.75,1009,5.92,1008.25,5.17
"726","2","1","259","","19","I","1540",37,0.54,64,0.85,503,3.25,502.15,2.4
"727","2","1","271","","20","I","1541",48,0.53,77,0.81,1014,7.4,1013.19,6.59
"731","2","1","216","","24","I","1545",42,0.46,66,0.74,1079,7.43,1078.26,6.69
"733","2","1","8L","","23","J","1559",42,0.23,43,0.31,409,2.1,408.69,1.79
"735","2","1","42E","","21","J","1557",66,0.55,67,0.65,1118,10.32,1117.35,9.67
"736","2","1","271","","20","J","1556",41,0.54,72,0.74,956,6.7,955.26,5.96
"738","2","1","8L","","18","J","1554",32,0.39,47,0.5,628,4.6,627.5,4.1
"740","2","1","271","E271","16","J","1552",25,0.41,70,0.82,1067,8.71,1066.18,7.89
"741","2","1","271","","15","J","1551",49,0.52,74,0.7,928,7.5,927.3,6.8
"743","2","1","216","","16","K","1567",32,0.35,66,0.65,670,5.33,669.35,4.68
"746","2","1","216","","19","K","1570",24,0.35,74,0.72,1075,9,1074.28,8.28
"747","2","1","42E","","20","K","1571",41,0.4,40,0.45,660,4.65,659.55,4.2
"749","2","1","271","E271","22","K","1573",25,0.42,72,0.79,1030,7.18,1029.21,6.39
"751","2","1","216","","24","K","1575",40,0.48,72,0.81,1094,7.78,1093.19,6.97
"752","2","1","271","","24","L","1590",37,0.3,58,0.49,957,5.87,956.51,5.38
"753","2","1","271","E271","23","L","1589",33,0.58,69,0.74,1047,6.35,1046.26,5.61
"754","2","1","271","E271","22","L","1588",23,0.4,36,0.59,618,2.95,617.41,2.36
"755","2","1","42E","","21","L","1587",44,0.42,58,0.52,1217,10.1,1216.48,9.58
"757","2","1","216","","19","L","1585",19,0.38,29,0.35,977,5.55,976.65,5.2
"758","2","1","216","","18","L","1584",24,0.29,75,0.79,692,5.65,691.21,4.86
"760","2","1","216","","16","L","1582",26,0.4,25,0.48,497,3.34,496.52,2.86
"762","2","1","271","","15","M","1596",48,0.37,84,0.7,1020,8.52,1019.3,7.82
"763","2","1","216","E216","16","M","1597",20,0.3,32,0.6,1026,6.3,1025.4,5.7
"764","2","1","271","E271","17","M","1598",32,0.43,87,0.92,1042,8.45,1041.08,7.53
"767","2","1","216","E216","20","M","1601",42,0.42,60,0.81,792,5.71,791.19,4.9
"769","2","1","271","","22","M","1603",25,0.29,58,0.61,689,3.7,688.39,3.09
"770","2","1","271","","23","M","1604",29,0.32,67,0.64,1066,7.25,1065.36,6.61
"772","2","1","271","","22","N","1617",28,0.29,72,0.66,1021,7.1,1020.34,6.44
"774","2","1","216","E216","20","N","1615",38,0.5,60,0.94,1067,7,1066.06,6.06
"776","2","1","271","","18","N","1613",39,0.35,73,0.74,1009,7.65,1008.26,6.91
"777","2","1","271","E271","17","N","1612",27,0.41,54,0.62,1031,7.1,1030.38,6.48
"778","2","1","216","E216","16","N","1611",31,0.5,51,0.74,824,6.6,823.26,5.86
"779","2","1","271","","15","N","1610",49,0.5,66,0.63,845,5,844.37,4.37
"780","2","1","271","E271","15","O","1624",27,0.53,54,0.87,1041,7.92,1040.13,7.05
"781","2","1","271","","16","O","1625",34,0.43,42,0.44,941,5.2,940.56,4.76
"784","2","1","8L","","19","O","1628",36,0.43,41,0.56,1057,7.65,1056.44,7.09
"785","2","1","271","","20","O","1629",24,0.32,72,0.63,1038,6.48,1037.37,5.85
"786","2","1","271","E271","21","O","1630",33,0.35,81,0.8,1021,8.05,1020.2,7.25
"787","2","1","271","E271","22","O","1631",36,0.43,64,0.77,1072,8.11,1071.23,7.34
"788","2","1","216","","23","O","1632",29,0.51,62,0.7,944,5.32,943.3,4.62
"789","2","1","216","","23","P","1646",26,0.41,49,0.55,598,3.73,597.45,3.18
"790","2","1","271","E271","22","P","1645",30,0.29,61,0.54,962,6.2,961.46,5.66
"791","2","1","271","E271","21","P","1644",20,0.29,49,0.53,914,5.65,913.47,5.12
"792","2","1","271","","20","P","1643",32,0.29,57,0.6,949,5.6,948.4,5
"794","2","1","8L","","18","P","1641",45,0.5,66,0.72,1093,9.84,1092.28,9.12
"795","2","1","259","","17","P","1640",35,0.41,62,0.72,480,3.2,479.28,2.48
"796","2","1","271","","16","P","1639",44,0.44,83,0.7,1031,6.73,1030.3,6.03
"797","2","1","271","E271","15","P","1638",30,0.48,74,0.8,982,8.55,981.2,7.75
"798","2","1","216","E216","15","Q","1652",22,0.35,42,0.59,787,6.1,786.41,5.51
"799","2","1","8L","","16","Q","1653",46,0.6,68,0.86,1242,12.02,1241.14,11.16
"801","2","1","8L","","18","Q","1655",30,0.49,35,0.59,575,4.26,574.41,3.67
"802","2","1","8L","","19","Q","1656",44,0.56,70,0.83,433,3.03,432.17,2.2
"803","2","1","216","E216","20","Q","1657",42,0.39,66,0.69,1066,6.9,1065.31,6.21
"806","2","1","271","","23","Q","1660",25,0.34,71,0.61,1049,6.55,1048.39,5.94
"807","2","1","216","E216","22","R","1673",31,0.39,38,0.62,902,5.5,901.38,4.88
"809","2","1","216","E216","20","R","1671",26,0.37,39,0.5,825,4.26,824.5,3.76
"810","2","1","8L","","19","R","1670",48,0.51,53,0.67,1265,7.7,1264.33,7.03
"813","2","1","8L","","16","R","1667",32,0.32,58,0.61,818,6.41,817.39,5.8
"814","2","1","216","E216","15","R","1666",29,0.36,60,0.67,786,5.2,785.33,4.53
"815","2","1","271","E271","15","S","1679",30,0.4,71,0.76,940,5.79,939.24,5.03
"823","2","1","8L","","20","T","1697",27,0.34,32,0.49,662,5.4,661.51,4.91
"824","2","1","42E","","19","T","1696",22,0.16,65,0.56,1077,9.09,1076.44,8.53
"826","2","1","216","","17","T","1694",27,0.37,43,0.52,673,4.47,672.48,3.95
"827","2","1","216","E216","16","T","1693",20,0.25,39,0.44,826,4.9,825.56,4.46
"828","2","1","271","E271","15","T","1692",24,0.3,62,0.5,882,5.5,881.5,5
"829","2","1","216","","15","U","1704",43,0.47,95,0.81,964,7.31,963.19,6.5
"831","2","1","8L","","17","U","1706",51,0.48,50,0.49,853,5.7,852.51,5.21
"833","2","2","271","","16","B","1790",32,0.34,86,0.79,1129,9.84,1128.21,9.05
"834","2","2","42E","","15","B","1789",20,0.25,36,0.44,1256,10.63,1255.56,10.19
"835","2","2","216","E216","15","C","1800",33,0.3,54,0.59,1058,6.23,1057.41,5.64
"837","2","2","271","","17","C","1802",40,0.39,100,0.89,1202,10.19,1201.11,9.3
"838","2","2","42E","","18","C","1803",28,0.23,60,0.54,1244,7.78,1243.46,7.24
"839","2","2","216","","19","C","1804",31,0.32,30,0.52,756,3.98,755.48,3.46
"840","2","2","271","E271","20","C","1805",18,0.41,41,0.68,505,2.49,504.32,1.81
"841","2","2","271","","21","C","1806",46,0.39,94,0.72,1235,9.13,1234.28,8.41
"843","2","2","271","","21","D","1818",43,0.47,85,0.85,1264,10.19,1263.15,9.34
"844","2","2","271","E271","20","D","1817",31,0.46,85,0.84,1254,9.36,1253.16,8.52
"845","2","2","216","","19","D","1816",45,0.48,74,0.94,803,6.29,802.06,5.35
"847","2","2","271","","17","D","1814",45,0.37,77,0.76,1238,10.17,1237.24,9.41
"848","2","2","271","E271","16","D","1813",20,0.33,44,0.8,707,3.52,706.2,2.72
"850","2","2","271","E271","15","E","1824",22,0.32,68,0.68,981,5.75,980.32,5.07
"851","2","2","271","","16","E","1825",37,0.36,67,0.8,1237,11,1236.2,10.2
"852","2","2","259","","17","E","1826",29,0.34,59,0.66,624,4.1,623.34,3.44
"861","2","2","259","","20","F","1842",34,0.38,68,0.69,598,4.23,597.31,3.54
"862","2","2","259","","19","F","1841",28,0.32,63,0.74,669,4.6,668.26,3.86
"863","2","2","216","E216","18","F","1840",35,0.37,80,0.83,1146,8.2,1145.17,7.37
"864","2","2","259","","17","F","1839",32,0.32,68,0.71,783,4.86,782.29,4.15
"865","2","2","271","","16","F","1838",38,0.32,61,0.61,1168,10.48,1167.39,9.87
"868","2","2","259","","16","G","1852",23,0.29,49,0.6,821,5.12,820.4,4.52
"869","2","2","259","","17","G","1853",27,0.38,66,0.76,753,4.4,752.24,3.64
"870","2","2","216","E216","18","G","1854",25,0.28,58,0.6,736,4.34,735.4,3.74
"871","2","2","216","E216","19","G","1855",29,0.34,68,0.69,1214,8.58,1213.31,7.89
"873","2","2","8L","","21","G","1857",23,0.23,24,0.26,886,5.92,885.74,5.66
"874","2","2","271","","22","G","1858",39,0.46,58,0.71,1266,11.38,1265.29,10.67
"877","2","2","271","","22","H","1872",41,0.34,82,0.66,1228,8.52,1227.34,7.86
"878","2","2","8L","","21","H","1871",31,0.28,31,0.38,629,3.94,628.62,3.56
"879","2","2","42E","","20","H","1870",19,0.22,26,0.37,1114,6.27,1113.63,5.9
"880","2","2","216","E216","19","H","1869",21,0.34,45,0.61,689,4.1,688.39,3.49
"881","2","2","271","","18","H","1868",36,0.31,105,0.86,1120,7.69,1119.14,6.83
"883","2","2","259","","16","H","1866",29,0.35,61,0.8,653,5.07,652.2,4.27
"886","2","2","216","E216","16","I","1880",35,0.33,57,0.66,1044,5.68,1043.34,5.02
"887","2","2","216","","17","I","1881",40,0.5,60,0.75,889,6.37,888.25,5.62
"888","2","2","271","","18","I","1882",30,0.28,98,0.84,1200,9.18,1199.16,8.34
"890","2","2","271","E271","20","I","1884",30,0.43,69,0.85,1188,9.92,1187.15,9.07
"891","2","2","42E","","21","I","1885",16,0.26,53,0.52,762,3.7,761.48,3.18
"892","2","2","216","","22","I","1886",42,0.36,74,0.81,431,3.03,430.19,2.22
"894","2","2","271","E271","24","I","1888",31,0.25,27,0.37,1195,7.11,1194.63,6.74
"895","2","2","271","E271","24","J","1903",35,0.26,52,0.61,1206,8.58,1205.39,7.97
"897","2","2","216","","22","J","1901",51,0.44,100,0.78,1259,10.35,1258.22,9.57
"898","2","2","42E","","21","J","1900",14,0.24,21,0.34,1208,6.8,1207.66,6.46
"899","2","2","271","E271","20","J","1899",29,0.27,64,0.58,1194,7.28,1193.42,6.7
"900","2","2","8L","","19","J","1898",42,0.36,40,0.38,858,5.1,857.62,4.72
"901","2","2","42E","","18","J","1897",35,0.43,43,0.49,1198,7.42,1197.51,6.93
"902","2","2","216","","17","J","1896",43,0.48,78,0.97,811,4.98,810.03,4.01
"903","2","2","216","E216","16","J","1895",28,0.3,60,0.63,1117,7.45,1116.37,6.82
"904","2","2","42E","","15","J","1894",41,0.3,65,0.61,1148,9.43,1147.39,8.82
"905","2","2","271","E271","15","K","1909",19,0.24,41,0.61,1107,8.45,1106.39,7.84
"906","2","2","8L","","16","K","1910",40,0.42,37,0.49,997,6.58,996.51,6.09
"908","2","2","42E","","18","K","1912",52,0.52,56,0.62,1278,9,1277.38,8.38
"912","2","2","216","E216","22","K","1916",30,0.41,49,0.68,526,3.8,525.32,3.12
"913","2","2","216","","23","K","1917",35,0.39,21,0.48,528,3.82,527.52,3.34
"914","2","2","271","E271","24","K","1918",33,0.45,83,0.82,1296,9.55,1295.18,8.73
"915","2","2","271","E271","24","L","1933",23,0.28,79,0.88,868,3.2,867.12,2.32
"916","2","2","271","E271","23","L","1932",27,0.49,62,0.75,1195,6.32,1194.25,5.57
"917","2","2","216","E216","22","L","1931",29,0.41,71,0.72,901,5.75,900.28,5.03
"918","2","2","259","","21","L","1930",37,0.3,69,0.67,628,4.72,627.33,4.05
"919","2","2","216","E216","20","L","1929",30,0.31,33,0.51,631,4.29,630.49,3.78
"920","2","2","271","","19","L","1928",40,0.36,92,0.82,1328,9.3,1327.18,8.48
"921","2","2","216","","18","L","1927",40,0.4,98,0.84,1210,7.3,1209.16,6.46
"925","2","2","42E","","15","M","1939",50,0.54,51,0.65,1145,7.88,1144.35,7.23
"926","2","2","271","","16","M","1940",40,0.33,62,0.92,1261,8.53,1260.08,7.61
"927","2","2","216","","17","M","1941",33,0.32,51,0.66,788,4.9,787.34,4.24
"928","2","2","216","","18","M","1942",37,0.43,29,0.65,1182,7,1181.35,6.35
"929","2","2","42E","","19","M","1943",29,0.33,32,0.39,773,3.5,772.61,3.11
"930","2","2","271","","20","M","1944",28,0.34,43,0.75,1181,7.5,1180.25,6.75
"932","2","2","216","","22","M","1946",36,0.26,71,0.74,1214,6.85,1213.26,6.11
"933","2","2","271","E271","23","M","1947",26,0.36,88,0.93,987,5.9,986.07,4.97
"935","2","2","216","E216","23","N","1962",38,0.35,67,0.92,1171,6.15,1170.08,5.23
"936","2","2","216","","22","N","1961",43,0.41,79,0.77,1000,5.52,999.23,4.75
"939","2","2","42E","","19","N","1958",37,0.29,49,0.49,1333,8.31,1332.51,7.82
"941","2","2","216","","17","N","1956",36,0.32,36,0.53,480,2.82,479.47,2.29
"942","2","2","271","","16","N","1955",40,0.3,81,0.71,1178,7.1,1177.29,6.39
"943","2","2","42E","","15","N","1954",43,0.4,52,0.57,1118,7.1,1117.43,6.53
"945","2","2","42E","","16","O","1969",60,0.5,71,0.7,1366,11.01,1365.3,10.31
"946","2","2","271","","17","O","1970",60,0.42,109,0.86,1229,8.45,1228.14,7.59
"948","2","2","216","","19","O","1972",40,0.41,82,0.81,993,6.87,992.19,6.06
"950","2","2","271","E271","21","O","1974",26,0.44,72,0.86,1259,8.18,1258.14,7.32
"951","2","2","42E","","22","O","1975",25,0.32,32,0.37,1014,5.15,1013.63,4.78
"952","2","2","216","E216","23","O","1976",28,0.41,63,0.74,956,5.21,955.26,4.47
"953","2","2","271","","23","P","1990",35,0.27,60,0.61,985,6.32,984.39,5.71
"954","2","2","42E","","22","P","1989",20,0.16,41,0.34,1272,8.1,1271.66,7.76
"955","2","2","271","E271","21","P","1988",26,0.29,58,0.61,1127,6.45,1126.39,5.84
"957","2","2","216","","19","P","1986",33,0.36,58,0.69,556,3.45,555.31,2.76
"959","2","2","271","","17","P","1984",38,0.32,68,0.69,1233,8.4,1232.31,7.71
"960","2","2","42E","","16","P","1983",60,0.48,64,0.63,983,5.1,982.37,4.47
"961","2","2","8L","","15","P","1982",25,0.22,22,0.31,786,4.15,785.69,3.84
"963","2","2","271","","16","Q","1997",36,0.34,91,0.83,1360,10.28,1359.17,9.45
"965","2","2","216","","18","Q","1999",19,0.31,48,0.6,948,5.37,947.4,4.77
"966","2","2","271","E271","19","Q","2000",26,0.38,77,0.88,1289,8.5,1288.12,7.62
"967","2","2","271","E271","20","Q","2001",20,0.38,36,0.72,574,2.75,573.28,2.03
"968","2","2","271","E271","21","Q","2002",30,0.46,81,0.91,1242,10.72,1241.09,9.81
"970","2","2","271","","23","Q","2004",39,0.45,61,0.76,1205,7.88,1204.24,7.12
"971","2","2","271","E271","23","R","2018",25,0.32,72,0.98,1274,8.4,1273.02,7.42
"973","2","2","271","E271","21","R","2016",30,0.4,82,0.88,1282,9.3,1281.12,8.42
"974","2","2","271","E271","20","R","2015",30,0.4,64,0.83,1318,10.15,1317.17,9.32
"975","2","2","271","E271","19","R","2014",26,0.38,58,0.74,1239,9.8,1238.26,9.06
